,年月日時,気温(℃),降水量(mm),現地気圧(hPa),相対湿度(％)
115,2016/10/5 19:00:00,23.9,0.0,1009.0,86.0
116,2016/10/5 20:00:00,24.5,0.0,1007.6,84.0
117,2016/10/5 21:00:00,24.7,0.0,1006.1,85.0
118,2016/10/5 22:00:00,24.0,0.5,1004.5,93.0
119,2016/10/5 23:00:00,25.5,0.0,1001.4,90.0
120,2016/10/6 00:00:00,26.4,0.0,1000.7,85.0
121,2016/10/6 1:00:00,26.4,0.0,1001.1,86.0
122,2016/10/6 2:00:00,26.1,0.0,1001.2,84.0
123,2016/10/6 3:00:00,25.4,0.0,1002.8,85.0
124,2016/10/6 4:00:00,22.4,0.0,1004.6,86.0
125,2016/10/6 5:00:00,23.6,0.0,1005.1,71.0
126,2016/10/6 6:00:00,23.9,0.0,1005.5,66.0
127,2016/10/6 7:00:00,24.7,0.0,1006.2,62.0
128,2016/10/6 8:00:00,26.5,0.0,1007.3,60.0
129,2016/10/6 9:00:00,26.9,0.0,1007.6,56.0
130,2016/10/6 10:00:00,28.5,0.0,1007.7,50.0
131,2016/10/6 11:00:00,30.2,0.0,1008.1,41.0
132,2016/10/6 12:00:00,30.0,0.0,1008.0,44.0
133,2016/10/6 13:00:00,30.6,0.0,1007.9,44.0
134,2016/10/6 14:00:00,29.2,0.0,1008.4,48.0
135,2016/10/6 15:00:00,29.3,0.0,1009.5,44.0
136,2016/10/6 16:00:00,28.9,0.0,1010.4,39.0
137,2016/10/6 17:00:00,27.9,0.0,1011.6,40.0
138,2016/10/6 18:00:00,26.1,0.0,1012.4,58.0
139,2016/10/6 19:00:00,24.4,0.0,1013.4,65.0
140,2016/10/6 20:00:00,23.5,0.0,1014.6,72.0
141,2016/10/6 21:00:00,22.1,0.0,1015.4,78.0
142,2016/10/6 22:00:00,22.8,0.0,1016.3,59.0
143,2016/10/6 23:00:00,22.4,0.0,1017.0,52.0
144,2016/10/7 00:00:00,22.0,0.0,1017.3,52.0
145,2016/10/7 1:00:00,22.0,0.0,1017.8,50.0
146,2016/10/7 2:00:00,21.5,0.0,1017.9,51.0
147,2016/10/7 3:00:00,21.2,0.0,1018.5,50.0
148,2016/10/7 4:00:00,20.6,0.0,1018.9,49.0
149,2016/10/7 5:00:00,19.8,0.0,1019.5,49.0
150,2016/10/7 6:00:00,19.5,0.0,1020.3,50.0
151,2016/10/7 7:00:00,20.2,0.0,1021.2,48.0
152,2016/10/7 8:00:00,20.3,0.0,1022.1,44.0
153,2016/10/7 9:00:00,20.5,0.0,1022.6,42.0
154,2016/10/7 10:00:00,21.9,0.0,1022.6,43.0
155,2016/10/7 11:00:00,23.2,0.0,1022.2,33.0
156,2016/10/7 12:00:00,23.9,0.0,1021.6,43.0
157,2016/10/7 13:00:00,23.4,0.0,1020.9,47.0
158,2016/10/7 14:00:00,23.4,0.0,1021.0,48.0
159,2016/10/7 15:00:00,22.7,0.0,1021.0,53.0
160,2016/10/7 16:00:00,21.8,0.0,1021.3,58.0
161,2016/10/7 17:00:00,20.5,0.0,1021.8,61.0
162,2016/10/7 18:00:00,20.7,0.0,1022.0,59.0
163,2016/10/7 19:00:00,20.6,0.0,1022.4,61.0
164,2016/10/7 20:00:00,21.1,0.0,1022.6,61.0
165,2016/10/7 21:00:00,21.0,0.0,1022.5,65.0
166,2016/10/7 22:00:00,20.9,0.0,1022.1,69.0
167,2016/10/7 23:00:00,21.2,0.0,1021.8,70.0
168,2016/10/8 00:00:00,21.4,0.0,1021.0,70.0
169,2016/10/8 1:00:00,20.9,0.0,1020.3,75.0
170,2016/10/8 2:00:00,21.0,0.0,1019.4,75.0
171,2016/10/8 3:00:00,20.7,0.0,1018.6,73.0
172,2016/10/8 4:00:00,20.2,0.0,1018.4,72.0
173,2016/10/8 5:00:00,19.8,0.0,1017.8,73.0
174,2016/10/8 6:00:00,19.4,0.0,1017.3,71.0
175,2016/10/8 7:00:00,19.4,0.0,1016.5,74.0
176,2016/10/8 8:00:00,19.3,0.0,1016.0,81.0
177,2016/10/8 9:00:00,20.4,0.0,1014.7,81.0
178,2016/10/8 10:00:00,19.2,0.0,1014.1,85.0
179,2016/10/8 11:00:00,18.6,0.0,1012.6,95.0
180,2016/10/8 12:00:00,18.6,3.0,1011.3,98.0
181,2016/10/8 13:00:00,19.2,7.0,1009.6,98.0
182,2016/10/8 14:00:00,20.8,0.0,1008.2,96.0
183,2016/10/8 15:00:00,21.6,0.0,1007.4,99.0
184,2016/10/8 16:00:00,20.8,0.0,1006.8,97.0
185,2016/10/8 17:00:00,20.5,0.0,1006.3,98.0
186,2016/10/8 18:00:00,22.1,0.0,1005.7,98.0
187,2016/10/8 19:00:00,23.7,0.0,1005.3,91.0
188,2016/10/8 20:00:00,24.4,0.0,1005.4,87.0
189,2016/10/8 21:00:00,24.2,0.0,1005.1,87.0
190,2016/10/8 22:00:00,24.4,0.0,1004.6,84.0
191,2016/10/8 23:00:00,25.0,0.0,1003.9,82.0
192,2016/10/9 00:00:00,24.7,0.0,1003.0,83.0
193,2016/10/9 1:00:00,25.6,0.0,1002.3,80.0
194,2016/10/9 2:00:00,25.4,0.0,1001.7,81.0
195,2016/10/9 3:00:00,25.5,0.0,1001.0,78.0
196,2016/10/9 4:00:00,24.9,0.0,1000.6,84.0
197,2016/10/9 5:00:00,24.6,0.0,1000.5,90.0
198,2016/10/9 6:00:00,25.1,0.0,999.9,86.0
199,2016/10/9 7:00:00,24.4,0.5,1000.4,93.0
200,2016/10/9 8:00:00,24.1,1.0,1001.7,95.0
201,2016/10/9 9:00:00,20.2,10.5,1002.6,99.0
202,2016/10/9 10:00:00,20.4,15.5,1002.4,100.0
203,2016/10/9 11:00:00,20.7,5.0,1002.8,100.0
204,2016/10/9 12:00:00,21.3,0.0,1002.6,95.0
205,2016/10/9 13:00:00,21.1,0.0,1002.3,79.0
206,2016/10/9 14:00:00,22.4,0.0,1003.4,66.0
207,2016/10/9 15:00:00,22.5,0.0,1004.5,61.0
208,2016/10/9 16:00:00,22.1,0.0,1005.3,57.0
209,2016/10/9 17:00:00,22.5,0.0,1006.1,52.0
210,2016/10/9 18:00:00,22.0,0.0,1007.3,53.0
211,2016/10/9 19:00:00,21.6,0.0,1008.8,51.0
212,2016/10/9 20:00:00,21.1,0.0,1009.0,47.0
213,2016/10/9 21:00:00,20.4,0.0,1010.2,50.0
214,2016/10/9 22:00:00,19.7,0.0,1010.7,53.0
215,2016/10/9 23:00:00,19.0,0.0,1010.9,61.0
216,2016/10/10 00:00:00,18.8,0.0,1011.5,63.0
217,2016/10/10 1:00:00,18.7,0.0,1011.7,57.0
218,2016/10/10 2:00:00,18.5,0.0,1012.1,58.0
219,2016/10/10 3:00:00,18.5,0.0,1012.6,56.0
220,2016/10/10 4:00:00,17.9,0.0,1012.4,59.0
221,2016/10/10 5:00:00,18.0,0.0,1013.3,58.0
222,2016/10/10 6:00:00,17.9,0.0,1014.1,57.0
223,2016/10/10 7:00:00,17.7,0.0,1014.5,62.0
224,2016/10/10 8:00:00,18.0,0.0,1015.0,63.0
225,2016/10/10 9:00:00,19.5,0.0,1014.7,62.0
226,2016/10/10 10:00:00,18.9,0.0,1014.8,68.0
227,2016/10/10 11:00:00,18.9,0.0,1014.5,61.0
228,2016/10/10 12:00:00,19.1,0.0,1014.1,62.0
229,2016/10/10 13:00:00,18.9,0.0,1013.4,62.0
230,2016/10/10 14:00:00,18.9,0.0,1013.4,61.0
231,2016/10/10 15:00:00,18.7,0.0,1013.6,62.0
232,2016/10/10 16:00:00,18.6,0.0,1014.0,63.0
233,2016/10/10 17:00:00,18.5,0.0,1014.7,62.0
234,2016/10/10 18:00:00,18.4,0.0,1014.8,62.0
235,2016/10/10 19:00:00,18.5,0.0,1014.8,61.0
236,2016/10/10 20:00:00,18.3,0.0,1015.1,63.0
237,2016/10/10 21:00:00,18.1,0.0,1015.5,67.0
238,2016/10/10 22:00:00,17.9,0.0,1016.0,67.0
239,2016/10/10 23:00:00,17.6,0.0,1015.1,67.0
240,2016/10/11 00:00:00,17.6,0.0,1015.1,68.0
241,2016/10/11 1:00:00,17.2,0.0,1015.3,71.0
242,2016/10/11 2:00:00,17.0,0.0,1015.7,72.0
243,2016/10/11 3:00:00,17.0,0.0,1015.5,71.0
244,2016/10/11 4:00:00,16.3,0.0,1015.6,77.0
245,2016/10/11 5:00:00,16.5,0.0,1015.9,72.0
246,2016/10/11 6:00:00,16.5,0.0,1016.1,72.0
247,2016/10/11 7:00:00,16.6,0.0,1016.9,72.0
248,2016/10/11 8:00:00,17.0,0.0,1017.1,68.0
249,2016/10/11 9:00:00,17.7,0.0,1016.9,66.0
250,2016/10/11 10:00:00,18.5,0.0,1016.9,63.0
251,2016/10/11 11:00:00,19.9,0.0,1015.3,62.0
252,2016/10/11 12:00:00,20.1,0.0,1014.7,61.0
253,2016/10/11 13:00:00,18.5,0.0,1013.9,65.0
254,2016/10/11 14:00:00,18.7,0.0,1013.6,61.0
255,2016/10/11 15:00:00,18.6,0.0,1013.7,64.0
256,2016/10/11 16:00:00,18.3,0.0,1014.1,67.0
257,2016/10/11 17:00:00,17.8,0.0,1014.3,68.0
258,2016/10/11 18:00:00,17.3,0.0,1015.0,72.0
259,2016/10/11 19:00:00,17.1,0.0,1015.1,73.0
260,2016/10/11 20:00:00,17.4,0.0,1015.3,69.0
261,2016/10/11 21:00:00,17.5,0.0,1014.7,69.0
262,2016/10/11 22:00:00,17.1,0.0,1014.5,73.0
263,2016/10/11 23:00:00,16.6,0.0,1013.8,73.0
264,2016/10/12 00:00:00,16.4,0.0,1013.8,75.0
265,2016/10/12 1:00:00,15.9,0.0,1013.2,76.0
266,2016/10/12 2:00:00,15.0,0.0,1013.1,79.0
267,2016/10/12 3:00:00,15.1,0.0,1013.2,77.0
268,2016/10/12 4:00:00,14.3,0.0,1013.2,82.0
269,2016/10/12 5:00:00,14.4,0.0,1013.4,81.0
270,2016/10/12 6:00:00,13.8,0.0,1013.8,88.0
271,2016/10/12 7:00:00,15.0,0.0,1014.4,80.0
272,2016/10/12 8:00:00,15.8,0.0,1014.4,74.0
273,2016/10/12 9:00:00,17.8,0.0,1014.3,70.0
274,2016/10/12 10:00:00,19.6,0.0,1013.9,58.0
275,2016/10/12 11:00:00,20.9,0.0,1013.2,51.0
276,2016/10/12 12:00:00,21.5,0.0,1012.4,43.0
277,2016/10/12 13:00:00,22.3,0.0,1011.5,43.0
278,2016/10/12 14:00:00,22.5,0.0,1011.0,46.0
279,2016/10/12 15:00:00,21.4,0.0,1011.3,49.0
280,2016/10/12 16:00:00,19.7,0.0,1011.9,59.0
281,2016/10/12 17:00:00,18.3,0.0,1012.2,57.0
282,2016/10/12 18:00:00,19.6,0.0,1013.4,57.0
283,2016/10/12 19:00:00,19.9,0.0,1013.9,60.0
284,2016/10/12 20:00:00,18.8,0.0,1014.7,60.0
285,2016/10/12 21:00:00,17.4,0.0,1015.0,70.0
286,2016/10/12 22:00:00,16.4,0.0,1015.5,75.0
287,2016/10/12 23:00:00,16.5,0.0,1015.5,75.0
288,2016/10/13 00:00:00,18.1,0.0,1015.8,65.0
289,2016/10/13 1:00:00,17.8,0.0,1015.6,70.0
290,2016/10/13 2:00:00,17.5,0.0,1015.7,74.0
291,2016/10/13 3:00:00,16.4,0.0,1015.6,78.0
292,2016/10/13 4:00:00,16.6,0.0,1016.3,72.0
293,2016/10/13 5:00:00,16.5,0.0,1017.4,70.0
294,2016/10/13 6:00:00,16.2,0.0,1017.8,69.0
295,2016/10/13 7:00:00,16.1,0.0,1018.2,69.0
296,2016/10/13 8:00:00,16.0,0.0,1019.3,71.0
297,2016/10/13 9:00:00,16.5,0.0,1019.5,67.0
298,2016/10/13 10:00:00,16.6,0.0,1019.7,63.0
299,2016/10/13 11:00:00,17.0,0.0,1018.8,61.0
300,2016/10/13 12:00:00,17.1,0.0,1018.7,63.0
301,2016/10/13 13:00:00,17.2,0.0,1018.3,61.0
302,2016/10/13 14:00:00,17.1,0.0,1018.3,60.0
303,2016/10/13 15:00:00,16.9,0.0,1018.3,63.0
304,2016/10/13 16:00:00,16.4,0.0,1018.5,67.0
305,2016/10/13 17:00:00,16.4,0.0,1018.9,65.0
306,2016/10/13 18:00:00,16.3,0.0,1019.3,66.0
307,2016/10/13 19:00:00,16.0,0.0,1019.4,69.0
308,2016/10/13 20:00:00,15.8,0.0,1020.1,72.0
309,2016/10/13 21:00:00,16.1,0.0,1020.3,66.0
310,2016/10/13 22:00:00,15.7,0.0,1020.1,70.0
311,2016/10/13 23:00:00,15.9,0.0,1020.2,65.0
312,2016/10/14 00:00:00,16.0,0.0,1020.1,65.0
313,2016/10/14 1:00:00,15.4,0.0,1020.1,67.0
314,2016/10/14 2:00:00,15.3,0.0,1020.3,69.0
315,2016/10/14 3:00:00,14.9,0.0,1020.2,72.0
316,2016/10/14 4:00:00,13.9,0.0,1020.4,75.0
317,2016/10/14 5:00:00,14.5,0.0,1021.3,69.0
318,2016/10/14 6:00:00,13.7,0.0,1021.5,76.0
319,2016/10/14 7:00:00,14.6,0.0,1022.2,74.0
320,2016/10/14 8:00:00,15.6,0.0,1022.8,67.0
321,2016/10/14 9:00:00,16.6,0.0,1023.4,68.0
322,2016/10/14 10:00:00,17.9,0.0,1023.1,58.0
323,2016/10/14 11:00:00,18.1,0.0,1022.4,58.0
324,2016/10/14 12:00:00,18.4,0.0,1021.9,51.0
325,2016/10/14 13:00:00,18.3,0.0,1021.3,44.0
326,2016/10/14 14:00:00,19.2,0.0,1020.9,48.0
327,2016/10/14 15:00:00,19.0,0.0,1020.8,45.0
328,2016/10/14 16:00:00,17.8,0.0,1020.9,44.0
329,2016/10/14 17:00:00,15.7,0.0,1021.2,58.0
330,2016/10/14 18:00:00,15.8,0.0,1021.9,56.0
331,2016/10/14 19:00:00,14.6,0.0,1022.5,60.0
332,2016/10/14 20:00:00,13.6,0.0,1022.8,65.0
333,2016/10/14 21:00:00,13.3,0.0,1023.0,70.0
334,2016/10/14 22:00:00,12.8,0.0,1023.3,77.0
335,2016/10/14 23:00:00,13.4,0.0,1023.4,70.0
336,2016/10/15 00:00:00,12.9,0.0,1023.4,79.0
337,2016/10/15 1:00:00,12.6,0.0,1023.9,83.0
338,2016/10/15 2:00:00,13.2,0.0,1024.1,78.0
339,2016/10/15 3:00:00,12.7,0.0,1024.1,81.0
340,2016/10/15 4:00:00,12.2,0.0,1024.2,81.0
341,2016/10/15 5:00:00,12.3,0.0,1024.7,81.0
342,2016/10/15 6:00:00,12.0,0.0,1025.0,77.0
343,2016/10/15 7:00:00,12.9,0.0,1025.4,72.0
344,2016/10/15 8:00:00,15.0,0.0,1025.7,63.0
345,2016/10/15 9:00:00,16.9,0.0,1025.7,54.0
346,2016/10/15 10:00:00,19.0,0.0,1025.5,53.0
347,2016/10/15 11:00:00,19.5,0.0,1025.0,46.0
348,2016/10/15 12:00:00,22.4,0.0,1024.4,50.0
349,2016/10/15 13:00:00,22.1,0.0,1023.9,45.0
350,2016/10/15 14:00:00,22.3,0.0,1023.6,44.0
351,2016/10/15 15:00:00,21.6,0.0,1023.8,47.0
352,2016/10/15 16:00:00,20.0,0.0,1023.7,50.0
353,2016/10/15 17:00:00,18.3,0.0,1023.8,53.0
354,2016/10/15 18:00:00,19.5,0.0,1024.3,59.0
355,2016/10/15 19:00:00,17.8,0.0,1025.2,63.0
356,2016/10/15 20:00:00,17.2,0.0,1025.4,64.0
357,2016/10/15 21:00:00,15.3,0.0,1025.8,74.0
358,2016/10/15 22:00:00,14.5,0.0,1025.9,80.0
359,2016/10/15 23:00:00,15.1,0.0,1025.8,74.0
360,2016/10/16 00:00:00,15.5,0.0,1025.8,72.0
361,2016/10/16 1:00:00,14.7,0.0,1026.0,74.0
362,2016/10/16 2:00:00,14.6,0.0,1026.0,74.0
363,2016/10/16 3:00:00,14.5,0.0,1025.8,72.0
364,2016/10/16 4:00:00,14.1,0.0,1025.9,72.0
365,2016/10/16 5:00:00,13.6,0.0,1026.1,75.0
366,2016/10/16 6:00:00,13.1,0.0,1026.4,77.0
367,2016/10/16 7:00:00,14.2,0.0,1026.6,70.0
368,2016/10/16 8:00:00,15.3,0.0,1026.5,66.0
369,2016/10/16 9:00:00,17.7,0.0,1026.5,59.0
370,2016/10/16 10:00:00,18.1,0.0,1026.2,59.0
371,2016/10/16 11:00:00,19.7,0.0,1025.5,51.0
372,2016/10/16 12:00:00,19.8,0.0,1024.4,59.0
373,2016/10/16 13:00:00,21.1,0.0,1023.6,46.0
374,2016/10/16 14:00:00,22.2,0.0,1022.9,54.0
375,2016/10/16 15:00:00,22.1,0.0,1022.7,63.0
376,2016/10/16 16:00:00,20.6,0.0,1022.6,73.0
377,2016/10/16 17:00:00,19.1,0.0,1022.7,73.0
378,2016/10/16 18:00:00,18.9,0.0,1022.5,74.0
379,2016/10/16 19:00:00,18.2,0.0,1022.9,77.0
380,2016/10/16 20:00:00,17.3,0.0,1022.8,82.0
381,2016/10/16 21:00:00,17.2,0.0,1022.5,82.0
382,2016/10/16 22:00:00,17.7,0.0,1021.9,77.0
383,2016/10/16 23:00:00,16.6,0.0,1021.3,87.0
384,2016/10/17 00:00:00,16.3,0.0,1020.7,95.0
385,2016/10/17 1:00:00,16.6,0.0,1020.3,92.0
386,2016/10/17 2:00:00,16.9,0.0,1019.3,91.0
387,2016/10/17 3:00:00,16.9,0.0,1018.8,87.0
388,2016/10/17 4:00:00,17.6,0.0,1019.5,76.0
389,2016/10/17 5:00:00,17.1,0.0,1018.9,77.0
390,2016/10/17 6:00:00,16.8,0.0,1018.7,81.0
391,2016/10/17 7:00:00,16.1,0.0,1019.6,92.0
392,2016/10/17 8:00:00,15.7,3.0,1019.6,99.0
393,2016/10/17 9:00:00,16.0,7.0,1019.4,100.0
394,2016/10/17 10:00:00,16.5,5.0,1018.8,100.0
395,2016/10/17 11:00:00,16.7,4.5,1018.5,100.0
396,2016/10/17 12:00:00,17.5,3.5,1017.3,100.0
397,2016/10/17 13:00:00,18.5,1.0,1015.3,100.0
398,2016/10/17 14:00:00,19.0,0.0,1016.0,99.0
399,2016/10/17 15:00:00,18.8,0.0,1015.5,98.0
400,2016/10/17 16:00:00,18.3,0.0,1015.0,98.0
401,2016/10/17 17:00:00,18.2,0.0,1014.9,98.0
402,2016/10/17 18:00:00,18.1,0.0,1015.3,98.0
403,2016/10/17 19:00:00,18.2,0.0,1015.8,98.0
404,2016/10/17 20:00:00,18.3,0.0,1015.6,98.0
405,2016/10/17 21:00:00,18.0,0.0,1015.0,99.0
406,2016/10/17 22:00:00,18.1,0.0,1014.9,99.0
407,2016/10/17 23:00:00,18.2,0.0,1014.7,96.0
408,2016/10/18 00:00:00,18.1,0.0,1014.4,95.0
409,2016/10/18 1:00:00,17.7,0.5,1014.1,99.0
410,2016/10/18 2:00:00,17.6,4.5,1013.9,100.0
411,2016/10/18 3:00:00,17.6,0.5,1013.5,100.0
412,2016/10/18 4:00:00,17.6,0.5,1013.0,100.0
413,2016/10/18 5:00:00,17.2,0.0,1013.6,100.0
414,2016/10/18 6:00:00,16.8,0.0,1013.5,100.0
415,2016/10/18 7:00:00,17.6,0.0,1014.1,100.0
416,2016/10/18 8:00:00,18.7,0.0,1014.3,99.0
417,2016/10/18 9:00:00,19.9,0.0,1014.5,92.0
418,2016/10/18 10:00:00,22.3,0.0,1014.1,78.0
419,2016/10/18 11:00:00,23.9,0.0,1013.3,77.0
420,2016/10/18 12:00:00,24.9,0.0,1012.7,71.0
421,2016/10/18 13:00:00,24.5,0.0,1012.1,76.0
422,2016/10/18 14:00:00,24.4,0.0,1011.8,80.0
423,2016/10/18 15:00:00,25.9,0.0,1011.7,64.0
424,2016/10/18 16:00:00,24.4,0.0,1012.0,69.0
425,2016/10/18 17:00:00,22.5,0.0,1012.3,80.0
426,2016/10/18 18:00:00,21.7,0.0,1013.0,81.0
427,2016/10/18 19:00:00,21.3,0.0,1013.5,83.0
428,2016/10/18 20:00:00,22.5,0.0,1014.2,79.0
429,2016/10/18 21:00:00,21.2,0.0,1014.3,84.0
430,2016/10/18 22:00:00,21.3,0.0,1014.7,81.0
431,2016/10/18 23:00:00,20.7,0.0,1014.4,87.0
432,2016/10/19 00:00:00,20.2,0.0,1014.6,90.0
433,2016/10/19 1:00:00,20.8,0.0,1014.6,85.0
434,2016/10/19 2:00:00,19.7,0.0,1014.6,91.0
435,2016/10/19 3:00:00,19.8,0.0,1014.4,87.0
